"k","j","method","ISE"
7,1,"LL",2.80378718958746e-05
7,1,"LL",2.78942777751751e-05
7,1,"LL",2.80457973162531e-05
7,1,"LL",2.8570958643954e-05
7,1,"LL",2.67416199459278e-05
7,1,"LL",2.62696806095858e-05
7,1,"LL",2.80717545599512e-05
7,1,"LL",2.93749483203833e-05
7,1,"LL",2.83868065342111e-05
7,1,"LL",2.67662033953253e-05
7,1,"LL",2.75544166567722e-05
7,1,"LL",2.72256517400302e-05
7,1,"LL",2.85682717203472e-05
7,1,"LL",2.811571293286e-05
7,1,"LL",2.72616530466758e-05
7,1,"LL",2.69761371995586e-05
7,1,"LL",2.60174260055153e-05
7,1,"LL",2.90933108237428e-05
7,1,"LL",2.76734640595544e-05
7,1,"LL",2.92499923834041e-05
7,1,"LL",2.93155877519513e-05
7,1,"LL",2.74823735877409e-05
7,1,"LL",2.81818313549476e-05
7,1,"LL",2.68907533888528e-05
7,1,"LL",2.89047497749688e-05
7,1,"LL",2.73220488780516e-05
7,1,"LL",2.9248437801221e-05
7,1,"LL",2.91418011308114e-05
7,1,"LL",2.88233496414594e-05
7,1,"LL",2.89986768890683e-05
7,1,"LL",2.71163220112498e-05
7,1,"LL",2.63733531100265e-05
7,1,"LL",2.85961899000537e-05
7,1,"LL",2.76326705078209e-05
7,1,"LL",2.88554982523583e-05
7,1,"LL",2.9235413235354e-05
7,1,"LL",2.72860319416736e-05
7,1,"LL",2.86107156463393e-05
7,1,"LL",2.66446506530842e-05
7,1,"LL",2.84640069230275e-05
7,1,"LL",2.9926688685273e-05
7,1,"LL",2.93867701134433e-05
7,1,"LL",2.7560658235063e-05
7,1,"LL",2.78691710607446e-05
7,1,"LL",2.7676412675645e-05
7,1,"LL",2.59027980582122e-05
7,1,"LL",2.68565223603857e-05
7,1,"LL",2.80195392454745e-05
7,1,"LL",2.92953887744744e-05
7,1,"LL",2.82645233522762e-05
7,1,"LL",2.73809777409994e-05
7,1,"LL",2.73059124830768e-05
7,1,"LL",2.91333779989998e-05
7,1,"LL",2.96100496790397e-05
7,1,"LL",2.88752677029789e-05
7,1,"LL",2.74045525031051e-05
7,1,"LL",2.61269717854384e-05
7,1,"LL",2.70973354346768e-05
7,1,"LL",2.71143275130367e-05
7,1,"LL",2.90522970227717e-05
7,1,"LL",2.77552634461543e-05
7,1,"LL",2.99534996935912e-05
7,1,"LL",2.89517132293979e-05
7,1,"LL",2.66760152746177e-05
7,1,"LL",2.74599302969404e-05
7,1,"LL",2.81319275107474e-05
7,1,"LL",2.71893091685682e-05
7,1,"LL",2.90313907854618e-05
7,1,"LL",2.69987682525886e-05
7,1,"LL",2.94792961278735e-05
7,1,"LL",2.68657833257549e-05
7,1,"LL",2.72569227713452e-05
7,1,"LL",2.69659257324443e-05
7,1,"LL",3.02129989126644e-05
7,1,"LL",2.8564960704643e-05
7,1,"LL",2.79010220308737e-05
7,1,"LL",2.87633968449406e-05
7,1,"LL",2.78973523728146e-05
7,1,"LL",2.85290931047736e-05
7,1,"LL",2.94141307694021e-05
7,1,"LL",2.88752736118871e-05
7,1,"LL",2.69989250919069e-05
7,1,"LL",2.74770950191755e-05
7,1,"LL",2.52882400226936e-05
7,1,"LL",2.7250939704783e-05
7,1,"LL",2.98672591844386e-05
7,1,"LL",2.99754555897145e-05
7,1,"LL",2.79559361731944e-05
7,1,"LL",2.69441909697511e-05
7,1,"LL",2.79693939169275e-05
7,1,"LL",2.90178802320585e-05
7,1,"LL",2.73934034971358e-05
7,1,"LL",2.76509514180547e-05
7,1,"LL",2.99959165412579e-05
7,1,"LL",2.88844257440938e-05
7,1,"LL",2.90434156567784e-05
7,1,"LL",2.67607316128084e-05
7,1,"LL",2.78847002528969e-05
7,1,"LL",2.83701129670178e-05
7,1,"LL",2.76461307174469e-05
7,1,"LL",2.7814493193532e-05
7,1,"LL",2.65469851575373e-05
7,1,"LL",2.86962453550524e-05
7,1,"LL",2.78358067130831e-05
7,1,"LL",2.76777490753204e-05
7,1,"LL",2.67695025996256e-05
7,1,"LL",2.65989535973526e-05
7,1,"LL",2.80969002271795e-05
7,1,"LL",2.67405035799221e-05
7,1,"LL",2.89326650214313e-05
7,1,"LL",2.81255519768349e-05
7,1,"LL",2.7373129738832e-05
7,1,"LL",2.7726199793652e-05
7,1,"LL",2.83224013918265e-05
7,1,"LL",2.82714259618728e-05
7,1,"LL",2.91440415271749e-05
7,1,"LL",2.96494312681385e-05
7,1,"LL",2.87874620470134e-05
7,1,"LL",2.91159289470628e-05
7,1,"LL",2.56533040449353e-05
7,1,"LL",2.83585477830989e-05
7,1,"LL",2.91987793934887e-05
7,1,"LL",2.73822314157133e-05
7,1,"LL",2.85769586749354e-05
7,1,"LL",2.75359569846847e-05
7,1,"LL",2.78053307648396e-05
7,1,"LL",2.80813765067786e-05
7,1,"LL",2.79472371928765e-05
7,1,"LL",2.7387138989254e-05
7,1,"LL",2.8307300435716e-05
7,1,"LL",2.81752531974847e-05
7,1,"LL",2.70981728162601e-05
7,1,"LL",2.60152361839796e-05
7,1,"LL",2.81414626541123e-05
7,1,"LL",2.78944725201877e-05
7,1,"LL",2.99034406073694e-05
7,1,"LL",3.10355695769747e-05
7,1,"LL",2.69506896690977e-05
7,1,"LL",2.99163298182836e-05
7,1,"LL",2.83279536657486e-05
7,1,"LL",2.87158190029102e-05
7,1,"LL",2.91472279016582e-05
7,1,"LL",2.84317024391282e-05
7,1,"LL",2.81039714112196e-05
7,1,"LL",2.78219562168645e-05
7,1,"LL",2.83331852614331e-05
7,1,"LL",2.84903906871793e-05
7,1,"LL",2.72984883273086e-05
7,1,"LL",2.75748400325276e-05
7,1,"LL",2.91129568414475e-05
7,1,"LL",2.84040457420685e-05
7,1,"LL",2.74560684001612e-05
7,1,"LL",2.78752114932287e-05
7,1,"LL",2.96841260914409e-05
7,1,"LL",2.82355538488044e-05
7,1,"LL",2.66195596313745e-05
7,1,"LL",2.71284632410067e-05
7,1,"LL",2.51226279638228e-05
7,1,"LL",2.92465878901758e-05
7,1,"LL",2.75837440171791e-05
7,1,"LL",2.80610479104584e-05
7,1,"LL",2.89889133921957e-05
7,1,"LL",2.76554294631471e-05
7,1,"LL",2.94435105131842e-05
7,1,"LL",2.87225191321629e-05
7,1,"LL",2.99257349762834e-05
7,1,"LL",2.66509245001929e-05
7,1,"LL",2.88549147519385e-05
7,1,"LL",2.76756440875987e-05
7,1,"LL",2.70070335188825e-05
7,1,"LL",2.84329081305994e-05
7,1,"LL",2.79016338597297e-05
7,1,"LL",2.7526623624263e-05
7,1,"LL",2.76530744377283e-05
7,1,"LL",2.95743304781355e-05
7,1,"LL",2.73924760285154e-05
7,1,"LL",2.68971835780065e-05
7,1,"LL",2.70664781594863e-05
7,1,"LL",2.67052507969353e-05
7,1,"LL",2.6954847365545e-05
7,1,"LL",2.92339449993845e-05
7,1,"LL",3.02218526796522e-05
7,1,"LL",2.68925374966315e-05
7,1,"LL",2.64406484021791e-05
7,1,"LL",2.7942130452813e-05
7,1,"LL",2.90517470679231e-05
7,1,"LL",2.8102936571825e-05
7,1,"LL",2.78681949564068e-05
7,1,"LL",2.87944834201715e-05
7,1,"LL",2.70044298454349e-05
7,1,"LL",2.69429974186805e-05
7,1,"LL",2.90807733171573e-05
7,1,"LL",2.61106061566914e-05
7,1,"LL",2.75490635505993e-05
7,1,"LL",2.60326279913764e-05
7,1,"LL",2.60812220742576e-05
7,1,"LL",2.99870794422252e-05
7,1,"LL",2.50411442512463e-05
7,1,"LL",2.81367547953529e-05
7,1,"LL",2.86588948158404e-05
7,1,"NW",0.000137428723855571
7,1,"NW",0.000122924436321047
7,1,"NW",0.000134846310212396
7,1,"NW",0.000142751084672952
7,1,"NW",0.00012279354299404
7,1,"NW",0.000120958420715923
7,1,"NW",0.000130565738532738
7,1,"NW",0.000129474507276707
7,1,"NW",0.000116521499662516
7,1,"NW",0.000132962930145582
7,1,"NW",0.000133888503336487
7,1,"NW",0.000132923880162012
7,1,"NW",0.000126650152729912
7,1,"NW",0.000126878512026326
7,1,"NW",0.00013038707824462
7,1,"NW",0.000135307848070466
7,1,"NW",0.00012868907004755
7,1,"NW",0.000132741591255634
7,1,"NW",0.000129124540628926
7,1,"NW",0.000132205848322072
7,1,"NW",0.000131377970321962
7,1,"NW",0.000140324016840503
7,1,"NW",0.00012204570869315
7,1,"NW",0.000130930448939542
7,1,"NW",0.000132564845323383
7,1,"NW",0.000135135110812807
7,1,"NW",0.000137964049539674
7,1,"NW",0.000126639330005015
7,1,"NW",0.00013587428634896
7,1,"NW",0.000132807378223519
7,1,"NW",0.000137787920957504
7,1,"NW",0.000128020521762535
7,1,"NW",0.000139868852855641
7,1,"NW",0.000125543470125202
7,1,"NW",0.000130106823822682
7,1,"NW",0.000130596425553595
7,1,"NW",0.000127146597955568
7,1,"NW",0.000135301841640637
7,1,"NW",0.00013458479546477
7,1,"NW",0.000121534737439757
7,1,"NW",0.000127871465224756
7,1,"NW",0.000130832329503556
7,1,"NW",0.000123306568170415
7,1,"NW",0.000133480080686627
7,1,"NW",0.000144825839154731
7,1,"NW",0.000124520165536299
7,1,"NW",0.000128013929274735
7,1,"NW",0.000129054970529164
7,1,"NW",0.000137831933965912
7,1,"NW",0.000126207089375952
7,1,"NW",0.000129619535958806
7,1,"NW",0.00012095663119333
7,1,"NW",0.000119221710110891
7,1,"NW",0.000138253202438059
7,1,"NW",0.000131869658488052
7,1,"NW",0.000139647092459028
7,1,"NW",0.000124870014350512
7,1,"NW",0.000120227881293162
7,1,"NW",0.000132301894491064
7,1,"NW",0.000119948334375167
7,1,"NW",0.000125894173823433
7,1,"NW",0.000136170357077122
7,1,"NW",0.00012138730191212
7,1,"NW",0.000141155404061706
7,1,"NW",0.000137646423071826
7,1,"NW",0.000129575229736471
7,1,"NW",0.000124494889055734
7,1,"NW",0.000124513433619068
7,1,"NW",0.0001394615277891
7,1,"NW",0.000118137840564157
7,1,"NW",0.000128585759796321
7,1,"NW",0.00013450300855357
7,1,"NW",0.000121364150025161
7,1,"NW",0.000127885070202968
7,1,"NW",0.000136813945382593
7,1,"NW",0.000123038767940125
7,1,"NW",0.000130183992639324
7,1,"NW",0.00014177906306743
7,1,"NW",0.000137424221653392
7,1,"NW",0.000129725007764571
7,1,"NW",0.000130133659329889
7,1,"NW",0.000136885622335015
7,1,"NW",0.000129445745669129
7,1,"NW",0.000126599525043598
7,1,"NW",0.000136241236951773
7,1,"NW",0.000131933855338846
7,1,"NW",0.000137161245289319
7,1,"NW",0.00012967109605942
7,1,"NW",0.000136803429654693
7,1,"NW",0.000133906794075992
7,1,"NW",0.000122535267139651
7,1,"NW",0.000142110575375399
7,1,"NW",0.000140435942073055
7,1,"NW",0.00012243023237574
7,1,"NW",0.000138944220775151
7,1,"NW",0.000131213122714502
7,1,"NW",0.000126587367976927
7,1,"NW",0.000126400027262987
7,1,"NW",0.000127832291330579
7,1,"NW",0.000139357956643778
7,1,"NW",0.000130510362343555
7,1,"NW",0.000133392450354468
7,1,"NW",0.000127210914488107
7,1,"NW",0.000140760438080011
7,1,"NW",0.000125299452457777
7,1,"NW",0.000114835013515835
7,1,"NW",0.000149281620003498
7,1,"NW",0.000131329874745185
7,1,"NW",0.000121343941520715
7,1,"NW",0.000125832643744314
7,1,"NW",0.000133658537911983
7,1,"NW",0.000143965785700324
7,1,"NW",0.000144008715247723
7,1,"NW",0.000123544168162955
7,1,"NW",0.000125973646313628
7,1,"NW",0.000119112515882465
7,1,"NW",0.000119778689652695
7,1,"NW",0.000119870152891151
7,1,"NW",0.000135698118105522
7,1,"NW",0.000133635785193065
7,1,"NW",0.00013075577735458
7,1,"NW",0.000125461859572761
7,1,"NW",0.000128080783848238
7,1,"NW",0.000131383659220639
7,1,"NW",0.000124786433060097
7,1,"NW",0.000130072277283867
7,1,"NW",0.000126674500815241
7,1,"NW",0.000138180496951182
7,1,"NW",0.000116856412760944
7,1,"NW",0.000129034280130406
7,1,"NW",0.000127641669483309
7,1,"NW",0.000125492660488988
7,1,"NW",0.000139291610482339
7,1,"NW",0.000119739823154736
7,1,"NW",0.000121504836856436
7,1,"NW",0.000127795967592072
7,1,"NW",0.000140443847746578
7,1,"NW",0.000133436635758953
7,1,"NW",0.000130589029994456
7,1,"NW",0.000121156902641997
7,1,"NW",0.00013364090476567
7,1,"NW",0.000124707413978052
7,1,"NW",0.000122936345346979
7,1,"NW",0.00012930119041578
7,1,"NW",0.00013093340419377
7,1,"NW",0.000121139058786947
7,1,"NW",0.000140131312615614
7,1,"NW",0.000126079742403631
7,1,"NW",0.000142693548451369
7,1,"NW",0.000123965564722103
7,1,"NW",0.000124032672887261
7,1,"NW",0.000135665104980517
7,1,"NW",0.000121549491542162
7,1,"NW",0.000128746941442351
7,1,"NW",0.000125913980855741
7,1,"NW",0.000127563708553098
7,1,"NW",0.000128246778193618
7,1,"NW",0.000139469812706155
7,1,"NW",0.000122742285300224
7,1,"NW",0.000130991652060882
7,1,"NW",0.00012966641338202
7,1,"NW",0.000128443548772034
7,1,"NW",0.000134366138168987
7,1,"NW",0.000127337917227007
7,1,"NW",0.000124976269244254
7,1,"NW",0.000139750718834426
7,1,"NW",0.000131936398446193
7,1,"NW",0.000127825480777673
7,1,"NW",0.000125377330613742
7,1,"NW",0.000122973894918841
7,1,"NW",0.000128321000501741
7,1,"NW",0.000128689223722487
7,1,"NW",0.000116831068198852
7,1,"NW",0.000124898700769325
7,1,"NW",0.000131775333074536
7,1,"NW",0.000136921257180918
7,1,"NW",0.000119460895406604
7,1,"NW",0.00011830610199182
7,1,"NW",0.000132830566554795
7,1,"NW",0.000128856421306161
7,1,"NW",0.000132190549350521
7,1,"NW",0.000125469487618817
7,1,"NW",0.000136035620188746
7,1,"NW",0.000136871463182988
7,1,"NW",0.000130124266334503
7,1,"NW",0.000127884617496872
7,1,"NW",0.000124000719489343
7,1,"NW",0.000131071630518523
7,1,"NW",0.000138147510453674
7,1,"NW",0.000123698452536138
7,1,"NW",0.000133538250026682
7,1,"NW",0.000129226637886053
7,1,"NW",0.000125666212562806
7,1,"NW",0.000132838373799763
7,1,"NW",0.000125584410756403
7,1,"NW",0.00013611161972078
7,1,"NW",0.000140670812368559
7,1,"NW",0.000135398096796351
7,1,"NW",0.000137254847429136
7,1,"NW",0.000129141944677442
10,1,"LL",2.67874563272769e-05
10,1,"LL",2.66296890683054e-05
10,1,"LL",2.73097610308232e-05
10,1,"LL",2.58486249661693e-05
10,1,"LL",2.58598568385651e-05
10,1,"LL",2.62594041398818e-05
10,1,"LL",2.57262380085985e-05
10,1,"LL",2.56986738267142e-05
10,1,"LL",2.62527421884916e-05
10,1,"LL",2.53245590774085e-05
10,1,"LL",2.4762846434398e-05
10,1,"LL",2.56636178864605e-05
10,1,"LL",2.68991226590954e-05
10,1,"LL",2.62717023592907e-05
10,1,"LL",2.66283707342466e-05
10,1,"LL",2.63020492355223e-05
10,1,"LL",2.72710695631577e-05
10,1,"LL",2.56879945937118e-05
10,1,"LL",2.59509165891198e-05
10,1,"LL",2.66989267725439e-05
10,1,"LL",2.44407576701852e-05
10,1,"LL",2.6546455012747e-05
10,1,"LL",2.72189082455908e-05
10,1,"LL",2.76140547824252e-05
10,1,"LL",2.41226078082898e-05
10,1,"LL",2.48692029339398e-05
10,1,"LL",2.60806432677818e-05
10,1,"LL",2.71975341403139e-05
10,1,"LL",2.54328337670942e-05
10,1,"LL",2.64697277258164e-05
10,1,"LL",2.74195455522909e-05
10,1,"LL",2.6284133960141e-05
10,1,"LL",2.71719131146764e-05
10,1,"LL",2.62028580862501e-05
10,1,"LL",2.6273688372662e-05
10,1,"LL",2.522909857502e-05
10,1,"LL",2.66193874701644e-05
10,1,"LL",2.70525000480926e-05
10,1,"LL",2.65158617657806e-05
10,1,"LL",2.57926602291374e-05
10,1,"LL",2.5689372361035e-05
10,1,"LL",2.65074153194667e-05
10,1,"LL",2.49155374477014e-05
10,1,"LL",2.63245339068178e-05
10,1,"LL",2.57573997453218e-05
10,1,"LL",2.69306553068756e-05
10,1,"LL",2.63148194435879e-05
10,1,"LL",2.51745310406979e-05
10,1,"LL",2.48184061446705e-05
10,1,"LL",2.5245763677124e-05
10,1,"LL",2.63925652945376e-05
10,1,"LL",2.66162005381603e-05
10,1,"LL",2.58563215284653e-05
10,1,"LL",2.62715220974751e-05
10,1,"LL",2.72825415306266e-05
10,1,"LL",2.60178244112224e-05
10,1,"LL",2.60449010832437e-05
10,1,"LL",2.83173726523926e-05
10,1,"LL",2.67831185469415e-05
10,1,"LL",2.57509221013789e-05
10,1,"LL",2.56708044228221e-05
10,1,"LL",2.6012790266085e-05
10,1,"LL",2.69387445250719e-05
10,1,"LL",2.7281446798174e-05
10,1,"LL",2.72683777468226e-05
10,1,"LL",2.62414527767397e-05
10,1,"LL",2.67276535212132e-05
10,1,"LL",2.65425873935034e-05
10,1,"LL",2.78939006754167e-05
10,1,"LL",2.46141902498228e-05
10,1,"LL",2.65436713677515e-05
10,1,"LL",2.63789236706305e-05
10,1,"LL",2.51329042292886e-05
10,1,"LL",2.62617737171266e-05
10,1,"LL",2.48291106695773e-05
10,1,"LL",2.76016802150902e-05
10,1,"LL",2.5688565098318e-05
10,1,"LL",2.51570498216245e-05
10,1,"LL",2.6934298675689e-05
10,1,"LL",2.70467082480346e-05
10,1,"LL",2.58283469085066e-05
10,1,"LL",2.5716454735478e-05
10,1,"LL",2.69156186141297e-05
10,1,"LL",2.56743034264632e-05
10,1,"LL",2.67276003134804e-05
10,1,"LL",2.48505119043369e-05
10,1,"LL",2.68823318786677e-05
10,1,"LL",2.53562109965169e-05
10,1,"LL",2.63697297733934e-05
10,1,"LL",2.63420512769494e-05
10,1,"LL",2.66705268929602e-05
10,1,"LL",2.66204010596211e-05
10,1,"LL",2.48233949124665e-05
10,1,"LL",2.74132104578195e-05
10,1,"LL",2.5681765268991e-05
10,1,"LL",2.64998023247466e-05
10,1,"LL",2.69139324896972e-05
10,1,"LL",2.53342915192215e-05
10,1,"LL",2.60194170761233e-05
10,1,"LL",2.69782619993254e-05
10,1,"LL",2.55882736132055e-05
10,1,"LL",2.68112433344269e-05
10,1,"LL",2.6984266923636e-05
10,1,"LL",2.61830544850965e-05
10,1,"LL",2.59967438598035e-05
10,1,"LL",2.58297906229158e-05
10,1,"LL",2.61091400378963e-05
10,1,"LL",2.57762096489802e-05
10,1,"LL",2.64304064935639e-05
10,1,"LL",2.63243066352399e-05
10,1,"LL",2.6380200156687e-05
10,1,"LL",2.55785665597904e-05
10,1,"LL",2.64891016182061e-05
10,1,"LL",2.56050820489163e-05
10,1,"LL",2.65442315100415e-05
10,1,"LL",2.50620105726475e-05
10,1,"LL",2.69803374353049e-05
10,1,"LL",2.71052190952573e-05
10,1,"LL",2.77295757680664e-05
10,1,"LL",2.72385845250752e-05
10,1,"LL",2.56414024888467e-05
10,1,"LL",2.50783158262387e-05
10,1,"LL",2.41856064292169e-05
10,1,"LL",2.6037817815721e-05
10,1,"LL",2.55080765592922e-05
10,1,"LL",2.49428811979597e-05
10,1,"LL",2.56399130386829e-05
10,1,"LL",2.72318590297173e-05
10,1,"LL",2.47741577584966e-05
10,1,"LL",2.69561326746515e-05
10,1,"LL",2.58210607567961e-05
10,1,"LL",2.63637458439639e-05
10,1,"LL",2.76573019154503e-05
10,1,"LL",2.676976612538e-05
10,1,"LL",2.69562909442336e-05
10,1,"LL",2.53150706712528e-05
10,1,"LL",2.61143037830158e-05
10,1,"LL",2.65171540853242e-05
10,1,"LL",2.67880283919917e-05
10,1,"LL",2.71352654957359e-05
10,1,"LL",2.49453969971284e-05
10,1,"LL",2.72288239458853e-05
10,1,"LL",2.62967534010936e-05
10,1,"LL",2.68049832244597e-05
10,1,"LL",2.56247937705769e-05
10,1,"LL",2.66168051804724e-05
10,1,"LL",2.62176001107735e-05
10,1,"LL",2.59936534879603e-05
10,1,"LL",2.50964785480479e-05
10,1,"LL",2.73267736639333e-05
10,1,"LL",2.74713985489961e-05
10,1,"LL",2.66958558456809e-05
10,1,"LL",2.59887385780538e-05
10,1,"LL",2.6500688419158e-05
10,1,"LL",2.59073654800862e-05
10,1,"LL",2.68897251548641e-05
10,1,"LL",2.7165075003848e-05
10,1,"LL",2.5184004702333e-05
10,1,"LL",2.69665695668044e-05
10,1,"LL",2.55626958686597e-05
10,1,"LL",2.58918702301374e-05
10,1,"LL",2.51969425668525e-05
10,1,"LL",2.60294774487185e-05
10,1,"LL",2.72913253141043e-05
10,1,"LL",2.59021071196233e-05
10,1,"LL",2.56442069675973e-05
10,1,"LL",2.61446877086645e-05
10,1,"LL",2.60176250503099e-05
10,1,"LL",2.62922094130767e-05
10,1,"LL",2.7418865105147e-05
10,1,"LL",2.59754245737707e-05
10,1,"LL",2.6122569683956e-05
10,1,"LL",2.51100009392486e-05
10,1,"LL",2.65606247021886e-05
10,1,"LL",2.7484421336031e-05
10,1,"LL",2.63286028766751e-05
10,1,"LL",2.60898387864129e-05
10,1,"LL",2.67055984495635e-05
10,1,"LL",2.56238226204884e-05
10,1,"LL",2.6651778450504e-05
10,1,"LL",2.70633135875796e-05
10,1,"LL",2.49469285670827e-05
10,1,"LL",2.74743937456894e-05
10,1,"LL",2.56158569009278e-05
10,1,"LL",2.54729784753345e-05
10,1,"LL",2.57242691632106e-05
10,1,"LL",2.60093591466436e-05
10,1,"LL",2.60289939609874e-05
10,1,"LL",2.79815073252297e-05
10,1,"LL",2.58206132585698e-05
10,1,"LL",2.62243413134157e-05
10,1,"LL",2.62699682580892e-05
10,1,"LL",2.6330595012947e-05
10,1,"LL",2.81429225597358e-05
10,1,"LL",2.59292297044196e-05
10,1,"LL",2.57833131122476e-05
10,1,"LL",2.54831534535694e-05
10,1,"LL",2.67167537259188e-05
10,1,"LL",2.51976970806311e-05
10,1,"LL",2.65323034594738e-05
10,1,"NW",8.19069827608243e-05
10,1,"NW",8.58183895521515e-05
10,1,"NW",7.97420289619805e-05
10,1,"NW",8.44555180861928e-05
10,1,"NW",8.64420107406259e-05
10,1,"NW",8.51158823523495e-05
10,1,"NW",8.50250824395213e-05
10,1,"NW",8.6585641979253e-05
10,1,"NW",7.88163103281602e-05
10,1,"NW",8.25514017606249e-05
10,1,"NW",9.07442333197306e-05
10,1,"NW",7.83914258745453e-05
10,1,"NW",8.50048535484234e-05
10,1,"NW",8.53069909093079e-05
10,1,"NW",8.24370157271206e-05
10,1,"NW",8.62715813796539e-05
10,1,"NW",8.61451456553493e-05
10,1,"NW",7.73219758607413e-05
10,1,"NW",8.76765654454067e-05
10,1,"NW",9.00535386116053e-05
10,1,"NW",8.45153554494117e-05
10,1,"NW",8.821110186288e-05
10,1,"NW",7.98214545455633e-05
10,1,"NW",8.19709316127727e-05
10,1,"NW",8.19015501141482e-05
10,1,"NW",8.46821922889205e-05
10,1,"NW",8.08328165314398e-05
10,1,"NW",8.415393124863e-05
10,1,"NW",8.62304456186356e-05
10,1,"NW",8.0920826330877e-05
10,1,"NW",8.5105192952287e-05
10,1,"NW",8.59550615592848e-05
10,1,"NW",8.31931088566689e-05
10,1,"NW",8.25405767944445e-05
10,1,"NW",8.1967434760158e-05
10,1,"NW",8.67988366416656e-05
10,1,"NW",8.39063659838823e-05
10,1,"NW",7.99513001503518e-05
10,1,"NW",8.41586455359497e-05
10,1,"NW",8.70433739340395e-05
10,1,"NW",8.34577828832755e-05
10,1,"NW",8.44015835500563e-05
10,1,"NW",8.51488586392779e-05
10,1,"NW",8.66704532802193e-05
10,1,"NW",8.88097970622889e-05
10,1,"NW",8.27707151825756e-05
10,1,"NW",8.38776493585234e-05
10,1,"NW",8.67480952849668e-05
10,1,"NW",8.0255185860465e-05
10,1,"NW",8.17929225226345e-05
10,1,"NW",8.84723810205573e-05
10,1,"NW",8.17748672724527e-05
10,1,"NW",8.68845200327842e-05
10,1,"NW",8.54177853462236e-05
10,1,"NW",8.17343132741435e-05
10,1,"NW",8.62820572218872e-05
10,1,"NW",8.40245204547031e-05
10,1,"NW",8.49129569558153e-05
10,1,"NW",8.85445450033734e-05
10,1,"NW",8.94114349847333e-05
10,1,"NW",7.86960630128658e-05
10,1,"NW",8.17593561543259e-05
10,1,"NW",9.10950913695901e-05
10,1,"NW",8.26225258431229e-05
10,1,"NW",8.5469030959274e-05
10,1,"NW",8.21422398182824e-05
10,1,"NW",8.13181842220433e-05
10,1,"NW",8.59346630621828e-05
10,1,"NW",8.14651097011818e-05
10,1,"NW",7.53479490983873e-05
10,1,"NW",8.77298783479734e-05
10,1,"NW",8.57156801465602e-05
10,1,"NW",8.75775128331458e-05
10,1,"NW",8.04088237535288e-05
10,1,"NW",8.34440106026615e-05
10,1,"NW",8.27844735460058e-05
10,1,"NW",8.50267654217813e-05
10,1,"NW",8.33798004061165e-05
10,1,"NW",9.01448211918713e-05
10,1,"NW",7.92592064629213e-05
10,1,"NW",8.3755029952966e-05
10,1,"NW",8.35568592557875e-05
10,1,"NW",8.25512002171948e-05
10,1,"NW",8.10134706721581e-05
10,1,"NW",8.23777913888931e-05
10,1,"NW",8.60296435302027e-05
10,1,"NW",8.6601410409873e-05
10,1,"NW",9.01556042742181e-05
10,1,"NW",8.45919220363542e-05
10,1,"NW",8.38541317798681e-05
10,1,"NW",7.82902042239423e-05
10,1,"NW",8.39173616005018e-05
10,1,"NW",8.61209646499137e-05
10,1,"NW",8.0706183882708e-05
10,1,"NW",8.43855251730358e-05
10,1,"NW",8.22748237799095e-05
10,1,"NW",8.54320104733479e-05
10,1,"NW",8.43230372526897e-05
10,1,"NW",9.17118336001809e-05
10,1,"NW",8.11424221144857e-05
10,1,"NW",9.19240968020719e-05
10,1,"NW",7.95339608037569e-05
10,1,"NW",8.28758910368854e-05
10,1,"NW",8.66015355262523e-05
10,1,"NW",7.98320560064673e-05
10,1,"NW",8.16257490352879e-05
10,1,"NW",8.50765162482186e-05
10,1,"NW",8.85386698013309e-05
10,1,"NW",8.33608639148859e-05
10,1,"NW",8.18628322963942e-05
10,1,"NW",7.89115848826738e-05
10,1,"NW",8.7762537015288e-05
10,1,"NW",8.5743883428165e-05
10,1,"NW",7.767032742827e-05
10,1,"NW",8.76800288657102e-05
10,1,"NW",9.14657693745457e-05
10,1,"NW",8.02772322661093e-05
10,1,"NW",8.64978860932427e-05
10,1,"NW",8.63584843521493e-05
10,1,"NW",8.53965919749589e-05
10,1,"NW",8.51896623953812e-05
10,1,"NW",9.35775359889457e-05
10,1,"NW",8.29415864918443e-05
10,1,"NW",8.78630049167248e-05
10,1,"NW",8.49262441435525e-05
10,1,"NW",9.01393316750816e-05
10,1,"NW",9.06640174403667e-05
10,1,"NW",8.81666991546613e-05
10,1,"NW",8.23170627808405e-05
10,1,"NW",8.9076135436371e-05
10,1,"NW",8.94161626130827e-05
10,1,"NW",9.10758115842898e-05
10,1,"NW",8.71232665697494e-05
10,1,"NW",8.37249248126964e-05
10,1,"NW",8.37895441778886e-05
10,1,"NW",8.41074563529369e-05
10,1,"NW",8.51603257378356e-05
10,1,"NW",8.29366405950402e-05
10,1,"NW",8.50680064011576e-05
10,1,"NW",8.98019535471886e-05
10,1,"NW",8.35300466644223e-05
10,1,"NW",8.39823783674337e-05
10,1,"NW",7.99967443421012e-05
10,1,"NW",7.93103661407448e-05
10,1,"NW",8.51555977354093e-05
10,1,"NW",8.52460584555753e-05
10,1,"NW",8.58423625883328e-05
10,1,"NW",8.55345740866271e-05
10,1,"NW",8.24872291604566e-05
10,1,"NW",8.22825356055525e-05
10,1,"NW",8.39386109298386e-05
10,1,"NW",8.5438908845491e-05
10,1,"NW",8.95961053817855e-05
10,1,"NW",8.78492617512411e-05
10,1,"NW",8.65481079955849e-05
10,1,"NW",8.51604249704188e-05
10,1,"NW",9.25218427941665e-05
